CD015751	"((randomized controlled trial[pt] OR controlled clinical trial[pt] OR randomized[tiab] OR randomised[tiab] OR placebo[tiab] OR randomly[tiab] OR trial[tiab] OR groups[tiab]) NOT (animals[Mesh] NOT humans[Mesh]) AND (""Contact Lenses""[Mesh] OR ""contact lens""[tiab] OR ""contact lenses""[tiab] OR ""soft contact""[tiab] OR ""soft lens""[tiab] OR ""soft lenses""[tiab] OR ""silicone hydrogel""[tiab] OR hydrogel[tiab]) AND (""Ophthalmic Solutions""[Mesh] OR ""Nonprescription Drugs""[Mesh] OR ""artificial tear""[tiab] OR ""artificial tears""[tiab] OR ""tear substitute""[tiab] OR ""tear substitutes""[tiab] OR eyedrop[tiab] OR eyedrops[tiab] OR ""eye drop""[tiab] OR ""eye drops""[tiab] OR rewetting[tiab] OR lubricating[tiab] OR lubricant[tiab] OR lubricants[tiab] OR ""sodium hyaluronate""[tiab] OR hyaluronic[tiab] OR hypromellose[tiab] OR carboxymethylcellulose[tiab] OR methylcellulose[tiab] OR glycerin[tiab] OR ""polyethylene glycol""[tiab] OR ""propylene glycol""[tiab] OR povidone[tiab] OR ""mineral oil""[tiab])) AND 1800:2023[dp]"
CD015786	"((""Sentinel Lymph Node Biopsy""[Mesh] OR ""Sentinel Lymph Node""[Mesh] OR ""Lymph Node Excision""[Mesh] OR ""Lymph Nodes""[Mesh] OR ((sentinel[tiab] OR lymph[tiab] OR node*[tiab]) AND (excision*[tiab] OR dissection*[tiab] OR surg*[tiab] OR removal[tiab] OR clearance[tiab])) OR lymphadenectom*[tiab]) AND (""Uterine Neoplasms""[Mesh] OR ((endometr*[tiab] OR uter*[tiab]) AND (neoplas*[tiab] OR carcinom*[tiab] OR adenocarcinom*[tiab] OR malignan*[tiab] OR cancer*[tiab] OR tumor*[tiab] OR tumour*[tiab]))) AND (randomized controlled trial[pt] OR controlled clinical trial[pt] OR randomized[tiab] OR randomly[tiab] OR trial[tiab] OR groups[tiab])) NOT (animals[Mesh] NOT humans[Mesh]) AND 1800:2023[dp]"
CD015788	"((randomized controlled trial[pt] OR controlled clinical trial[pt] OR randomized[tiab] OR randomised[tiab] OR placebo[tiab] OR randomly[tiab] OR trial[tiab] OR groups[tiab]) NOT (animals[Mesh] NOT humans[Mesh]) AND (Glaucoma[Mesh] OR ""Ocular Hypertension""[Mesh] OR ""Intraocular Pressure""[Mesh] OR glaucom*[tiab] OR POAG[tiab] OR IOP[tiab] OR ((intraocular[tiab] OR ocular[tiab]) AND (hypertension*[tiab] OR pressur*[tiab]))) AND (""Antihypertensive Agents""[Mesh] OR ""Administration, Topical""[Mesh] OR ""Administration, Ophthalmic""[Mesh] OR antihypertensi*[tiab] OR ""IOP lowering""[tiab] OR therap*[tiab] OR treat*[tiab] OR medicat*[tiab] OR drop*[tiab] OR eyedrop*[tiab] OR topical*[tiab] OR ""ophthalmic solution""[tiab]) AND (""Treatment Adherence and Compliance""[Mesh] OR ""Medication Adherence""[Mesh] OR ""Patient Education as Topic""[Mesh] OR ""Reminder Systems""[Mesh] OR ""Self Efficacy""[Mesh] OR ""Self Care""[Mesh] OR ""Motivational Interviewing""[Mesh] OR adhere*[tiab] OR nonadhere*[tiab] OR complianc*[tiab] OR compliant*[tiab] OR barrier*[tiab] OR literacy[tiab] OR concordance[tiab] OR dropout*[tiab] OR persistence[tiab] OR ""self efficacy""[tiab] OR ""self care""[tiab] OR ""self management""[tiab] OR discontinu*[tiab] OR tolerability[tiab] OR cooperat*[tiab] OR satisfaction[tiab] OR preference*[tiab] OR remind*[tiab] OR education[tiab] OR educational[tiab] OR train*[tiab] OR teach*[tiab] OR intervention*[tiab] OR ""eye drop""[tiab] OR ""eye drops""[tiab] OR eyedrop*[tiab] OR ""drop instillation""[tiab] OR ""motivational interview""[tiab] OR ""motivational interviewing""[tiab] OR ""behavior change""[tiab] OR ""behaviour change""[tiab] OR multifaceted[tiab] OR coach*[tiab] OR counsel*[tiab])) AND 1800:2023[dp]"
CD015790	"((randomized[tiab] OR randomised[tiab] OR placebo[tiab] OR randomly[tiab] OR trial[tiab] OR groups[tiab] OR randomized controlled trial[pt] OR controlled clinical trial[pt]) AND (Vision Disorders[Mesh] OR ""Refractive Errors""[Mesh] OR ""Macular Degeneration""[Mesh] OR ""Diabetic Retinopathy""[Mesh] OR Cataract[Mesh] OR Glaucoma[Mesh] OR ""Visually Impaired Persons""[Mesh] OR glaucom*[tiab] OR cataract*[tiab] OR ""macular degeneration""[tiab] OR AMD[tiab] OR ARMD[tiab] OR ""diabetic retinopathy""[tiab] OR blindness[tiab] OR ""low vision""[tiab] OR ""visual impairment""[tiab] OR ""vision impairment""[tiab] OR ""vision loss""[tiab] OR ""visual function""[tiab] OR ""refractive error""[tiab] OR LASIK[tiab] OR glasses[tiab] OR eyeglasses[tiab] OR spectacle*[tiab]) AND (""Quality of Life""[Mesh] OR ""Activities of Daily Living""[Mesh] OR ""Health Status""[Mesh] OR ""Surveys and Questionnaires""[Mesh] OR quality[tiab] OR QOL[tiab] OR HRQOL[tiab] OR wellbeing[tiab] OR ""well being""[tiab] OR qaly*[tiab] OR EQ5D[tiab] OR SF36[tiab] OR SF12[tiab] OR VFQ[tiab] OR VFQ25[tiab] OR ""NEI VFQ""[tiab] OR ""visual function questionnaire""[tiab] OR IVI[tiab] OR LVQOL[tiab] OR ""visual activities""[tiab] OR ""visual disability""[tiab]) AND (""Self-Management""[Mesh] OR ""Self Efficacy""[Mesh] OR ""Self Care""[Mesh] OR ""Patient Education as Topic""[Mesh] OR ""Patient Compliance""[Mesh] OR ""Disease Management""[Mesh] OR ""Occupational Therapy""[Mesh] OR ""self management""[tiab] OR ""self care""[tiab] OR ""self efficacy""[tiab] OR ""self monitoring""[tiab] OR ""self help""[tiab] OR education[tiab] OR educational[tiab] OR training[tiab] OR intervention*[tiab] OR behavior*[tiab] OR behaviour*[tiab] OR compliance[tiab] OR ""problem solving""[tiab] OR ""goal setting""[tiab] OR ""decision making""[tiab] OR empowerment[tiab] OR coping[tiab] OR ""psychosocial support""[tiab] OR ""low vision intervention""[tiab] OR ""visual impairment intervention""[tiab] OR assistive[tiab] OR magnifier*[tiab] OR ""screen reader""[tiab] OR ""reading glasses""[tiab])) NOT (animals[Mesh] NOT humans[Mesh]) AND 1800:2023[dp]"
CD015794	"((""soil-transmitted helminth""[tiab] OR ""soil-transmitted helminths""[tiab] OR ""soil transmitted helminth""[tiab] OR ""soil transmitted helminths""[tiab] OR (soil[tiab] AND transmitted[tiab] AND (helminth*[tiab] OR worm*[tiab])) OR Strongyloidea[Mesh] OR strongyloid*[tiab] OR Strongyloidiasis[Mesh] OR ""Hookworm Infections""[Mesh] OR hookworm*[tiab] OR trichuris[tiab] OR ""Ascaris lumbricoides""[Mesh] OR ascaris[tiab] OR Ascaris[Mesh] OR Ascariasis[Mesh] OR ""Necator americanus""[Mesh] OR Necatoriasis[Mesh] OR necator[tiab] OR Necator[Mesh] OR Ancylostomiasis[Mesh] OR Ancylostoma[Mesh] OR ancylostom*[tiab]) AND (""Mass Drug Administration""[Mesh] OR ""mass drug administration""[tiab] OR ""mass administration""[tiab] OR ""mass treatment""[tiab] OR ""coordinated administration""[tiab] OR ""mass distribution""[tiab] OR ""coordinated distribution""[tiab] OR MDA[tiab]) AND (""Qualitative Research""[Mesh] OR qualitative[tiab] OR ""focus group""[tiab] OR ""focus groups""[tiab] OR ""grounded theory""[tiab] OR ""narrative analysis""[tiab] OR ""narrative analyses""[tiab] OR ""lived experience""[tiab] OR ""lived experiences""[tiab] OR ""life experience""[tiab] OR ""life experiences""[tiab] OR ""theoretical sampling""[tiab] OR purposive[tiab] OR semi-structured[tiab] OR semistructured[tiab] OR ""structured category""[tiab] OR ""structured categories""[tiab] OR ""unstructured category""[tiab] OR ""unstructured categories""[tiab] OR ""action research""[tiab] OR audiorecord*[tiab] OR taperecorded*[tiab] OR videorecord*[tiab] OR videotap*[tiab] OR audio[tiab] OR tape[tiab] OR video*[tiab] OR interview*[tiab] OR Interview[Mesh] OR quasi-experiment*[tiab] OR ""case study""[tiab] OR ""case studies""[tiab] OR ethno*[tiab] OR emic[tiab] OR etic[tiab] OR phenomenology*[tiab] OR hermeneutic*[tiab] OR (survey*[tiab] AND questionnaire*[tiab]) OR ""Self Report""[Mesh] OR ""Anthropology, Cultural""[Mesh] OR collaborat*[tiab] OR consultat*[tiab] OR experience[tiab] OR involve*[tiab] OR narrative*[tiab] OR opinion*[tiab] OR participat*[tiab] OR partner*[tiab] OR perspective*[tiab] OR story[tiab] OR stories[tiab])) AND 1800:2024[dp]"
CD015802	"(""Caffeine""[Mesh] OR caffeine[tw] OR caffedrine[tw] OR coffein[tw] OR cafeine[tw] OR methylxanthine[tw] OR trimethylxanthine[tw] ) AND ( ""Infant, Newborn""[Mesh] OR ""Intensive Care, Neonatal""[Mesh] OR ""Intensive Care Units, Neonatal""[Mesh] OR ""Gestational Age""[Mesh] OR babe*[tw] OR baby*[tw] OR babies[tw] OR ""gestational age""[tw] OR ""gestational ages""[tw] OR infant*[tw] OR ""infant s""[tw] OR ""infant's""[tw] OR infantile[tw] OR infancy[tw] OR ""low birth weight""[tw] OR low birthweight[tw] OR neonat*[tw] OR neo-nat*[tw] OR newborn*[tw] OR ""new born""[tw] OR ""new borns""[tw] OR ""newly born""[tw] OR premature[tw] OR prematures[tw] OR pre-mature*[tw] OR prematurity[tw] OR pre-maturity[tw] OR preterm*[tw] OR ""pre term""[tw] OR ""pre terms""[tw] OR preemie*[tw] OR premie*[tw] OR VLBW[tw] OR VLBWI[tw] OR ""VLBW-I""[tw] OR VLBWs[tw] OR LBW[tw] OR LBWI[tw] OR LBWs[tw] OR ELBW[tw] OR ELBWI[tw] OR ELBWs[tw] OR NICU[tw] OR NICUs[tw] ) AND ( ""Randomized Controlled Trial""[pt] OR ""Controlled Clinical Trial""[pt] OR randomized[tiab] OR placebo[tiab] OR ""drug therapy""[sh] OR randomly[tiab] OR trial[tiab] OR groups[tiab] OR quasirandom*[tw] OR quasi-random*[tw] OR randomi*[tw] OR randomly[tw] OR control*[tw] AND ( group[tw] OR groups[tw] OR random[tw] OR trial[tw] OR trials[tw] OR study[tw] ) ) NOT ( animals[mh] NOT humans[mh] ) AND ( 1900:2023[dp] )"
CD015804	"2023[dp] AND ((""Randomized Controlled Trial""[pt] OR ""Controlled Clinical Trial""[pt] OR randomized[tiab] OR randomised[tiab] OR placebo[tiab] OR ""Drug Therapy""[sh] OR randomly[tiab] OR trial[tiab] OR groups[tiab]) NOT (animals[Mesh] NOT humans[Mesh:NoExp])) AND (""macular degeneration""[Mesh] OR ""retinal degeneration""[Mesh] OR ""retinal neovascularization""[Mesh] OR ""choroidal neovascularization""[Mesh] OR ""macula lutea""[Mesh] OR maculopath*[tiab] OR ((macul*[tiab] OR retina*[tiab] OR choroid*[tiab]) AND degener*[tiab]) OR ((macul*[tiab] OR retina*[tiab] OR choroid*[tiab]) AND neovasc*[tiab]) OR (macula*[tiab] AND lutea[tiab]) OR AMD[tiab] OR ARMD[tiab] OR CNV[tiab] OR nAMD[tiab]) AND (""Biosimilar Pharmaceuticals""[Mesh] OR biosimilar*[tiab] OR biobetter*[tiab] OR biomimic*[tiab] OR biogeneric*[tiab] OR (biologic*[tiab] AND (""subsequent entry""[tiab] OR ""follow-on""[tiab] OR similar*[tiab] OR ""me-too""[tiab] OR ""non-innovator*""[tiab])) OR (similar*[tiab] AND biotherapeutic*[tiab]) OR Ranibizumab[Mesh] OR Ranibizumab*[tiab] OR ""BCD 100""[tiab] OR BCD100[tiab] OR ""bcd 300""[tiab] OR bcd300[tiab] OR byooviz[tiab] OR ""chs 201""[tiab] OR ""chs 3351""[tiab] OR chs201[tiab] OR chs3351[tiab] OR cimerli[tiab] OR ""ckd 701""[tiab] OR ckd701[tiab] OR ""cmab 818""[tiab] OR cmab818[tiab] OR ""fyb 201""[tiab] OR fyb201[tiab] OR GBS007[tiab] OR ""GBS-007""[tiab] OR ""idb 0062""[tiab] OR idb0062[tiab] OR ""LUBT 010""[tiab] OR LUBT010[tiab] OR lucentis[tiab] OR lucentris[tiab] OR ongavia[tiab] OR ""pf 582""[tiab] OR pf582[tiab] OR ""ql 1205""[tiab] OR ql1205[tiab] OR ranivisio[tiab] OR ranizurel*[tiab] OR razumab*[tiab] OR ""rg 3645""[tiab] OR ""rg 6321""[tiab] OR rg3645[tiab] OR rg6321[tiab] OR ""rhuFab V2""[tiab] OR RTPR024[tiab] OR ""R-TPR-024""[tiab] OR ""sb 11""[tiab] OR sb11[tiab] OR SJP0133[tiab] OR ""SJP-0133""[tiab] OR susvimo[tiab] OR ximluci[tiab] OR xlucane[tiab] OR Aflibercept*[tiab] OR ""abp 938""[tiab] OR abp938[tiab] OR ""alt l9""[tiab] OR altl9[tiab] OR ""ave 0005""[tiab] OR ""ave 005""[tiab] OR ave0005[tiab] OR ave005[tiab] OR ""avt 06""[tiab] OR avt06[tiab] OR ""bay 86 5321""[tiab] OR ""bay 865321""[tiab] OR bay865321[tiab] OR ""chs 2020""[tiab] OR chs2020[tiab] OR ""CT-P42""[tiab] OR CTP42[tiab] OR eylea[tiab] OR eylia[tiab] OR ""fyb 203""[tiab] OR fyb203[tiab] OR ""gbs 012""[tiab] OR gbs012[tiab] OR ""ly 01012""[tiab] OR ""ly 09004""[tiab] OR ly01012[tiab] OR ly09004[tiab] OR ""myl 1701p""[tiab] OR myl1701p[tiab] OR ""ot 702""[tiab] OR ot702[tiab] OR ""pbp 1602""[tiab] OR pbp1602[tiab] OR ""pmc 902""[tiab] OR pmc902[tiab] OR ""ql 1207""[tiab] OR ql1207[tiab] OR ""regn 3""[tiab] OR regn3[tiab] OR ""sb 15""[tiab] OR sb15[tiab] OR ""scb 420""[tiab] OR scb420[tiab] OR ""scd 411""[tiab] OR scd411[tiab] OR ""sok 583a1""[tiab] OR sok583a1[tiab] OR SOK583A19[tiab] OR ""SOK 583 A19""[tiab] OR ""syn 112""[tiab] OR syn112[tiab] OR ""vascular endothelial growth factor trap""[tiab] OR ""vasculotropin trap""[tiab] OR ""VEGF Trap""[tiab] OR wetlia[tiab] OR zaltrap[tiab])"
CD015806	"2023[dp] AND (((""Tuberculosis, Pulmonary""[Mesh:NoExp] OR ""Mycobacterium tuberculosis""[Mesh:NoExp] OR ""Tuberculosis, Multidrug-Resistant""[Mesh:NoExp] OR ""Extensively Drug-Resistant Tuberculosis""[Mesh:NoExp] OR (tuberculosis[tiab] AND (lung[tiab] OR pulmonary[tiab] OR respiratory[tiab])) OR (tuberculosis[tiab] AND ((drug[tiab] AND resistan*[tiab]) OR (multidrug[tiab] AND resistan*[tiab]) OR mdr[tiab] OR xdr[tiab]))) NOT (animals[Mesh] NOT humans[Mesh])) AND (""TB-LAMP""[tw] OR ""Loop-Mediated Isothermal Amplification""[tw] OR LAMP[tw] OR LOOPAMP*[tw] OR (cartridge[tiab] AND test*[tiab]) OR Molbio[tiab] OR Truenat[tiab] OR Cepheid[tiab] OR Xpert*[tiab] OR Bioneer[tiab] OR Hain[tiab] OR Genexpert*[tiab] OR ""Reagent Kits, Diagnostic""[Mesh] OR (rapid[tiab] AND (detect*[tiab] OR test*[tiab] OR diagnos*[tiab])) OR ""smear microscopy""[tiab] OR ""index test""[tiab] OR ""index tests""[tiab]))"
CD015820	"2023[dp] AND (((""Randomized Controlled Trial""[pt] OR ""Controlled Clinical Trial""[pt] OR randomized[tiab] OR randomised[tiab] OR placebo[tiab] OR ""Drug Therapy""[sh] OR randomly[tiab] OR trial[tiab] OR groups[tiab]) NOT (animals[Mesh] NOT humans[Mesh:NoExp])) AND ((Amblyopia[Mesh] OR Strabismus[Mesh] OR Anisometropia[Mesh] OR ""Refractive Errors""[Mesh] OR amblyop*[tiab] OR (lazy[tiab] AND eye*[tiab]) OR lazyeye*[tiab] OR strabism*[tiab] OR squint*[tiab] OR astigmati*[tiab] OR meridonal[tiab] OR anisometropi*[tiab] OR ammetropi*[tiab] OR ametropi*[tiab] OR (refractive[tiab] AND error*[tiab])) AND (""Treatment Adherence and Compliance""[Mesh] OR ""Guideline Adherence""[Mesh] OR ""Patient Education as Topic""[Mesh] OR ""Health Educators""[Mesh] OR ""Health Communication""[Mesh] OR ""Consumer Health Information""[Mesh] OR ""Information Literacy""[Mesh] OR ""Reminder Systems""[Mesh] OR ""Self Efficacy""[Mesh] OR ""Self Care""[Mesh] OR ""Psychosocial Intervention""[Mesh] OR ""Internet-Based Intervention""[Mesh] OR Reward[Mesh] OR Software[Mesh] OR ""Virtual Reality""[Mesh] OR ""Video Games""[Mesh] OR ""Pictorial Works as Topic""[Mesh] OR Calendar[Mesh] OR Diary[Mesh] OR Motivation[Mesh] OR ""Motivational Interviewing""[Mesh] OR adhere*[tiab] OR nonadhere*[tiab] OR comply[tiab] OR complianc*[tiab] OR compliant*[tiab] OR complied[tiab] OR noncomplianc*[tiab] OR noncompliant*[tiab] OR barrier*[tiab] OR ""treatment refusal""[tiab] OR literacy[tiab] OR concordance[tiab] OR dropout*[tiab] OR ""drop out""[tiab] OR ""drop outs""[tiab] OR persist*[tiab] OR conform*[tiab] OR ""self efficacy""[tiab] OR persistence[tiab] OR persistency[tiab] OR ""self care""[tiab] OR ""self manag*""[tiab] OR ""self administ*""[tiab] OR ""self instil*""[tiab] OR ((discontinu*[tiab] OR abstention[tiab] OR abstain*[tiab] OR stop*[tiab] OR abandon*[tiab]) AND (treat*[tiab] OR medic*[tiab] OR therap*[tiab] OR patch*[tiab] OR glasses[tiab] OR spectacle*[tiab] OR atropine[tiab])) OR tolerability[tiab] OR intolerability[tiab] OR cooperat*[tiab] OR ""co operat*""[tiab] OR conform*[tiab] OR uncooperat*[tiab] OR ((patient*[tiab] OR health[tiab] OR consumer*[tiab] OR subject*[tiab] OR caregiver*[tiab] OR treatment*[tiab]) AND (acceptance[tiab] OR satisfaction[tiab] OR preference*[tiab])) OR ((mnemonic[tiab] OR memory[tiab] OR remind*[tiab]) AND (aid[tiab] OR aids[tiab] OR tool[tiab] OR tools[tiab] OR device[tiab] OR devices[tiab] OR app[tiab] OR apps[tiab] OR application*[tiab] OR system[tiab] OR systems[tiab] OR automate*[tiab])) OR reward*[tiab] OR motivat*[tiab] OR engag*[tiab] OR (behav*[tiab] AND chang*[tiab]) OR ((behav*[tiab] OR educ*[tiab] OR psychosocial*[tiab] OR psycholog*[tiab]) AND (intervention*[tiab] OR program*[tiab] OR initiative*[tiab])) OR calendar*[tiab] OR diary[tiab] OR diaries[tiab] OR ""computer log""[tiab] OR ""computer logs""[tiab] OR (track*[tiab] AND device*[tiab]) OR (track*[tiab] AND sensor*[tiab]) OR (monitor*[tiab] AND treatment*[tiab]) OR (device*[tiab] AND timer*[tiab]) OR ""electronic data""[tiab] OR (treatment[tiab] AND software*[tiab]) OR (dose[tiab] AND monitor*[tiab]) OR cartoon*[tiab] OR story[tiab] OR stories[tiab] OR sticker*[tiab] OR pamphlet*[tiab] OR leaflet*[tiab] OR video*[tiab] OR ""virtual reality""[tiab] OR game[tiab] OR games[tiab] OR gaming[tiab])))"
CD015890	"(tubercul*[tw]) AND (diabet*[tw] OR BMI[tiab] OR ""body mass index""[tiab] OR underweight[tiab] OR malnutri*[tw] OR undernutri*[tiab] OR wasting[tw] OR undernourish*[tiab] OR malnourish*[tiab] OR Kwashiorkor*[tw] OR ""nutritional deficien*""[tiab]) AND (risk[tw] OR prevalence[tw] OR incidence[tw] OR cohort[tw]) AND 2023[dp]"
CD015894	"((""Infant, Newborn""[Mesh] OR ""Intensive Care, Neonatal""[Mesh] OR ""Intensive Care Units, Neonatal""[Mesh] OR ""Gestational Age""[Mesh] OR babe[tw] OR babes[tw] OR baby*[tw] OR babies[tw] OR ""gestational age*""[tw] OR infant*[tw] OR infantile[tw] OR infancy[tw] OR ""low birth weight""[tw] OR low birthweight[tw] OR neonat*[tw] OR neo-nat*[tw] OR newborn*[tw] OR ""new born*""[tw] OR ""newly born""[tw] OR premature[tw] OR pre-mature[tw] OR pre-matures[tw] OR prematures[tw] OR prematurity[tw] OR pre-maturity[tw] OR preterm[tw] OR preterms[tw] OR ""pre term*""[tw] OR preemie[tw] OR preemies[tw] OR premies[tw] OR premie[tw] OR VLBW[tw] OR VLBWI[tw] OR VLBW-I[tw] OR VLBWs[tw] OR LBW[tw] OR LBWI[tw] OR LBWs[tw] OR ELBW[tw] OR ELBWI[tw] OR ELBWs[tw] OR NICU[tw] OR NICUs[tw]) AND (""Acupuncture Therapy""[Mesh] OR ""Acupuncture""[Mesh] OR ""Acupuncture Points""[Mesh] OR ""Acupuncture Analgesia""[Mesh] OR ""Acupuncture, Ear""[Mesh] OR ""Meridians""[Mesh] OR Acupunct*[tw] OR acupoint*[tw] OR acupressure*[tw] OR ""catgut embedding""[tw] OR electroacupuncture*[tw] OR electro-acupuncture*[tw] OR pharmacopuncture[tw] OR meridian*[tw] OR ""transcutaneous electric nerve stimulation""[tw] OR NESAP[tw] OR Neuromodulat*[tw] OR ""electric stimulation therap*""[tw] OR ""neuroelectric therap*""[tw] OR ""neuro-electric therap*""[tw] OR teishin[tw] OR ""dry needling""[tw]) AND (((""Randomized Controlled Trial""[pt] OR ""Controlled Clinical Trial""[pt] OR randomized[tiab] OR placebo[tiab] OR ""Drug Therapy""[sh] OR randomly[tiab] OR trial[tiab] OR groups[tiab]) OR quasirandom*[tw] OR quasi-random*[tw] OR random*[tw] OR (control*[tw] AND (group[tw] OR groups[tw] OR trial[tw] OR trials[tw] OR study[tw]))) NOT (animals[Mesh] NOT humans[Mesh]))) AND 2023[dp]"
CD016013	"(tubercul*[tw]) AND (diabet*[tw] OR BMI[tiab] OR ""body mass index""[tiab] OR underweight[tiab] OR malnutri*[tw] OR undernutri*[tiab] OR wasting[tw] OR undernourish*[tiab] OR malnourish*[tiab] OR Kwashiorkor*[tw] OR ""nutritional deficien*""[tiab]) AND (risk[tw] OR prevalence[tw] OR incidence[tw] OR cohort[tw]) AND 2023[dp]"
CD016058	"2024[dp] AND ( ( e-cig*[tw] OR ecig*[tw] OR (electr*[tw] AND cigar*[tw]) OR (electronic[tw] AND nicotine[tw]) OR vape[tiab] OR vapes[tiab] OR vaporizer[tiab] OR vapourizer[tiab] OR vaporiser[tiab] OR vapouriser[tiab] OR vaper[tiab] OR vapers[tiab] OR vaping[tiab] OR ""Electronic Nicotine Delivery Systems""[Mesh] OR ""Vaping""[Mesh] ) AND ( ( ""Randomized Controlled Trial""[pt] OR ""Controlled Clinical Trial""[pt] OR randomized[ab] OR placebo[ab] OR ""Clinical Trials as Topic""[Mesh] OR randomly[ab] OR trial[ti] ) NOT (animals[Mesh] NOT humans[Mesh]) ) AND ( ""Smoking Cessation""[Mesh] OR ""Tobacco Use Cessation""[Mesh] OR (nicotine[tw] AND dependence[tw]) OR (tobacco[tw] AND dependence[tw]) OR ""Smoking""[Mesh] OR ""Tobacco Use Disorder""[Mesh] OR ""Smoking Reduction""[Mesh] OR ""Pipe Smoking""[Mesh] OR ""Tobacco Smoking""[Mesh] OR ""Tobacco Products""[Mesh] OR ( ( quit*[tiab] OR stop*[tiab] OR cessation[tiab] OR ceas*[tiab] OR giv*[tiab] OR abstain*[tiab] OR abstinen*[tiab] OR reduc*[tiab] ) AND ( e-cig*[tiab] OR ecig*[tiab] OR (electr*[tiab] AND cigar*[tiab]) OR (electronic[tiab] AND nicotine[tiab]) OR vape[tiab] OR vapes[tiab] OR vaporizer[tiab] OR vapourizer[tiab] OR vaporiser[tiab] OR vapouriser[tiab] OR vaper[tiab] OR vapers[tiab] OR vaping[tiab] ) ) OR ""Tobacco""[Mesh] OR ""Nicotine""[Mesh] ) )"
CD016070	"( ""Mycobacterium tuberculosis""[Mesh] OR ""Tuberculosis""[Majr] OR ""Tuberculosis, Pulmonary""[Mesh] OR ""Tuberculosis, Multidrug-Resistant""[Mesh] OR ""Extensively Drug-Resistant Tuberculosis""[Mesh] OR ""multidrug resistant tuberculosis""[tw] OR ""extensively drug resistant tuberculosis""[tw] OR tuberculosis[tiab] OR TB[tiab] ) AND ( Xpert*[tiab] OR GeneXpert*[tiab] OR cepheid[tiab] OR Truenat*[tw] OR Molbio[tw] OR TruRif[tw] OR ""STANDARD M10""[tw] OR ""SD Biosensor""[tw] OR ""IRON-qPCR""[tw] OR BIONEER[tw] OR ""TB-LAMP""[tw] OR ""Loop-Mediated Isothermal Amplification""[tw] OR LAMP[tw] OR LOOPAMP[tw] OR NAAT*[tw] OR ""Nucleic Acid Amplification Techniques""[Mesh] OR ""nucleic acid amplification""[tw] OR ""Diagnostic Tests, Routine""[Mesh] OR RDT*[tw] OR (rapid[tiab] AND diagnos*[tiab]) OR LAM[tw] OR lipoarabinomannan[tw] OR alerelam[tw] OR ""determine tb lam""[tw] OR ""lf-lam""[tw] OR ""TB LAM""[tw] OR AlereLAM[tw] OR FujiLAM[tw] ) AND 2023[dp]"
CD016071	"(((""Mycobacterium tuberculosis""[Mesh] OR ""Tuberculosis""[Majr] OR ""Tuberculosis, Pulmonary""[Mesh] OR ""multidrug resistant tuberculosis""[tw] OR ""Tuberculosis, Multidrug-Resistant""[Mesh] OR ""extensively drug resistant tuberculosis""[tw] OR ""Extensively Drug-Resistant Tuberculosis""[Mesh] OR tuberculosis[tiab] OR TB[tiab]) AND (Xpert*[tiab] OR GeneXpert*[tiab] OR cepheid[tiab] OR Truenat*[tw] OR Molbio[tw] OR TruRif[tw] OR ""STANDARD M10""[tw] OR ""IRON-qPCR""[tw] OR BIONEER[tw] OR TB-LAMP*[tw] OR ""Loop-Mediated Isothermal Amplification""[tw] OR LAMP[tw] OR LOOPAMP[tw] OR NAAT*[tw] OR ""Nucleic Acid Amplification Techniques""[Mesh] OR ""nucleic acid amplification""[tw] OR ""Diagnostic Tests, Routine""[Mesh] OR RDT*[tw] OR (rapid[tiab] AND diagnos*[tiab]))) OR (LAM[tw] OR lipoarabinomannan[tw] OR alerelam[tw] OR ""determine tb lam""[tw] OR ""lf-lam""[tw] OR ""TB LAM""[tw])) AND (child[tw] OR children*[tw] OR childhood[tw] OR infan*[tw] OR newborn[tw] OR neonat*[tw] OR toddler*[tw] OR adolescen*[tw] OR ""Child""[Mesh] OR ""Infant""[Mesh] OR ""Adolescent""[Mesh] OR ""Pediatrics""[Mesh]) AND 2024[dp]"
